Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked
1230, gadget z ,CLOTHING,Warehouse 1,Aisle 1,100,49.99,Brown Inc,In Stock,
1189, widget c ,FURNITURE,Warehouse 1,Aisle 4,300,29.99,"Torres, Mcknight and Bender",Low Stock,05/03/2023
1224, gadget z ,FURNITURE,Warehouse 3,Aisle 1,150,29.99,"Foster, Mejia and Hughes",In Stock,05/03/2023
1384, gadget z ,TOYS,Warehouse 2,Aisle 5,50,29.99,Rojas-Jimenez,Out of Stock,05/03/2023
1376, gadget z ,FURNITURE,Warehouse 3,Aisle 1,50,29.99,Wiggins-Odonnell,Out of Stock,25/04/2023
1282, widget a ,FURNITURE,Warehouse 2,Aisle 5,two hundred,9.99,Levine PLC,Out of Stock,15/01/2023
1957, widget c ,TOYS,Warehouse 3,Aisle 5,100,,"Wolf, Schroeder and Gutierrez",Out of Stock,
1632, widget c ,FURNITURE,Warehouse 1,Aisle 5,150,,"Martinez, Baldwin and Long",Low Stock,20/12/2022
1627, gadget y ,FURNITURE,Warehouse 2,Aisle 4,50,29.99,Williams Ltd,Low Stock,05/03/2023
1972, gadget x ,FURNITURE,Warehouse 3,Aisle 1,50,9.99,Carrillo Ltd,In Stock,
1744, gadget z ,FURNITURE,Warehouse 1,Aisle 1,150,29.99,"Sanders, Jones and Butler",In Stock,05/03/2023
1258, widget b ,TOYS,Warehouse 1,Aisle 4,300,9.99,Montgomery-Reynolds,In Stock,05/03/2023
1358, gadget x ,FURNITURE,Warehouse 3,Aisle 3,300,29.99,"Johnston, Parker and Williams",Low Stock,20/12/2022
1709, gadget x ,FURNITURE,Warehouse 2,Aisle 2,100,19.99,Watson LLC,Out of Stock,25/04/2023
1455, widget c ,TOYS,Warehouse 2,Aisle 1,two hundred,19.99,"Mcknight, Hartman and Reeves",In Stock,15/01/2023
1410, gadget x ,CLOTHING,Warehouse 1,Aisle 2,50,49.99,Wilson-Rosales,Out of Stock,25/04/2023
1648, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,two hundred,29.99,Pena-Palmer,In Stock,
1317, gadget z ,CLOTHING,Warehouse 2,Aisle 3,300,,Watkins-Spencer,In Stock,25/04/2023
1676, widget a ,TOYS,Warehouse 2,Aisle 3,300,49.99,Schwartz Group,In Stock,
1224, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,,19.99,Riley Inc,In Stock,
1818, gadget z ,TOYS,Warehouse 3,Aisle 4,100,29.99,Waters PLC,In Stock,15/01/2023
1233, widget c ,TOYS,Warehouse 2,Aisle 5,,49.99,Washington-Tate,Out of Stock,20/12/2022
1683, gadget z ,FURNITURE,Warehouse 1,Aisle 5,,29.99,Martinez-Young,In Stock,15/01/2023
1663, widget a ,ELECTRONICS,Warehouse 1,Aisle 2,,19.99,"Hawkins, Blevins and Rivas",Out of Stock,25/04/2023
1974, widget b ,FURNITURE,Warehouse 3,Aisle 5,100,49.99,Griffin and Sons,Low Stock,
1826, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,100,19.99,Stuart-Ruiz,In Stock,05/03/2023
1373, widget b ,TOYS,Warehouse 2,Aisle 3,150,9.99,Tran-Jackson,Out of Stock,05/03/2023
1671, widget c ,TOYS,Warehouse 3,Aisle 3,two hundred,19.99,Hansen-Fowler,Low Stock,
1607, gadget y ,CLOTHING,Warehouse 3,Aisle 2,two hundred,29.99,Brooks-Pham,Low Stock,15/01/2023
1471, gadget x ,ELECTRONICS,Warehouse 1,Aisle 1,150,,Miranda-Cole,Low Stock,20/12/2022
1232, gadget y ,FURNITURE,Warehouse 1,Aisle 2,150,19.99,"Reynolds, Santiago and Martinez",Out of Stock,15/01/2023
1691, gadget z ,CLOTHING,Warehouse 3,Aisle 2,300,,Wheeler and Sons,In Stock,
1112, widget b ,CLOTHING,Warehouse 2,Aisle 4,,9.99,Baird Ltd,In Stock,
1829, gadget z ,CLOTHING,Warehouse 1,Aisle 4,150,49.99,Vaughan and Sons,Out of Stock,20/12/2022
1496, gadget x ,FURNITURE,Warehouse 1,Aisle 2,50,49.99,Ramos-Mccormick,In Stock,25/04/2023
1441, widget c ,CLOTHING,Warehouse 2,Aisle 2,two hundred,,Kelley Group,Out of Stock,25/04/2023
1563, gadget x ,FURNITURE,Warehouse 1,Aisle 2,150,49.99,Reynolds Group,In Stock,20/12/2022
1267, widget a ,CLOTHING,Warehouse 2,Aisle 5,50,19.99,Warren PLC,Low Stock,25/04/2023
1509, gadget x ,FURNITURE,Warehouse 2,Aisle 4,50,,Spence LLC,In Stock,05/03/2023
1806, widget a ,TOYS,Warehouse 2,Aisle 2,50,29.99,Chapman LLC,Out of Stock,25/04/2023
1385, gadget x ,TOYS,Warehouse 3,Aisle 3,300,19.99,"Shaw, Wilson and Pratt",Out of Stock,25/04/2023
1386, widget a ,TOYS,Warehouse 3,Aisle 3,300,19.99,Gonzales PLC,Low Stock,25/04/2023
1112, widget b ,TOYS,Warehouse 3,Aisle 5,50,19.99,Bowen Group,Out of Stock,05/03/2023
1612, gadget z ,TOYS,Warehouse 2,Aisle 5,300,29.99,Allen-Collins,In Stock,25/04/2023
1624, gadget z ,CLOTHING,Warehouse 2,Aisle 1,,9.99,Archer PLC,In Stock,05/03/2023
1951, gadget y ,CLOTHING,Warehouse 3,Aisle 1,50,49.99,"Brown, Sanchez and Donovan",Low Stock,20/12/2022
1080, gadget z ,CLOTHING,Warehouse 1,Aisle 1,,,Dominguez LLC,Out of Stock,15/01/2023
1698, widget c ,FURNITURE,Warehouse 2,Aisle 5,,9.99,Short Inc,Low Stock,20/12/2022
1112, gadget x ,FURNITURE,Warehouse 1,Aisle 5,50,,"Hobbs, Gomez and Roberts",In Stock,15/01/2023
1001, gadget y ,FURNITURE,Warehouse 1,Aisle 5,two hundred,49.99,"Payne, Johnson and Cohen",Low Stock,20/12/2022
1641, widget c ,FURNITURE,Warehouse 2,Aisle 3,50,29.99,"Campbell, Salazar and Ortega",Out of Stock,15/01/2023
1219, widget c ,TOYS,Warehouse 2,Aisle 5,50,19.99,Summers-Sanchez,Low Stock,15/01/2023
1565, widget a ,TOYS,Warehouse 1,Aisle 3,300,19.99,Schultz and Sons,Out of Stock,
1854, gadget z ,TOYS,Warehouse 1,Aisle 1,50,29.99,"Hicks, Gutierrez and Campbell",Out of Stock,15/01/2023
1996, widget b ,ELECTRONICS,Warehouse 3,Aisle 1,two hundred,9.99,"Campbell, Adams and Payne",In Stock,15/01/2023
1735, widget b ,CLOTHING,Warehouse 3,Aisle 1,300,9.99,Benjamin-Reeves,In Stock,
1224, gadget y ,FURNITURE,Warehouse 2,Aisle 2,100,,Webster and Sons,In Stock,25/04/2023
1384, widget b ,FURNITURE,Warehouse 3,Aisle 2,100,29.99,Davis PLC,Out of Stock,25/04/2023
1402, gadget x ,TOYS,Warehouse 3,Aisle 4,,9.99,"Peterson, Bartlett and Jackson",Low Stock,
1637, widget b ,FURNITURE,Warehouse 3,Aisle 4,,29.99,Rodriguez-Carson,Out of Stock,05/03/2023
1129, gadget y ,FURNITURE,Warehouse 3,Aisle 4,two hundred,49.99,Hines-Benitez,In Stock,15/01/2023
1052, widget b ,CLOTHING,Warehouse 1,Aisle 2,150,19.99,Beasley-Lamb,In Stock,15/01/2023
1683, gadget x ,TOYS,Warehouse 2,Aisle 2,100,19.99,Kaufman PLC,Low Stock,
1729, widget a ,CLOTHING,Warehouse 3,Aisle 4,,19.99,"Brady, Velasquez and Thompson",In Stock,
1671, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,100,29.99,Yu-Peters,In Stock,05/03/2023
1709, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,29.99,Ramos-Anthony,In Stock,25/04/2023
1415, widget a ,ELECTRONICS,Warehouse 1,Aisle 4,two hundred,,Daniel Group,Low Stock,20/12/2022
1246, widget a ,TOYS,Warehouse 3,Aisle 5,150,19.99,"Johnson, Weber and Robbins",Out of Stock,25/04/2023
1835, widget c ,FURNITURE,Warehouse 3,Aisle 3,150,,Miller Group,In Stock,15/01/2023
1438, gadget z ,TOYS,Warehouse 2,Aisle 2,300,19.99,Willis-Meza,Low Stock,
1202, widget c ,TOYS,Warehouse 3,Aisle 4,two hundred,,"Richard, Luna and Dennis",In Stock,05/03/2023
1183, gadget z ,FURNITURE,Warehouse 3,Aisle 2,,,Hernandez-Green,Low Stock,25/04/2023
1122, widget a ,CLOTHING,Warehouse 1,Aisle 2,100,49.99,Patrick-Hill,In Stock,05/03/2023
1400, gadget y ,ELECTRONICS,Warehouse 2,Aisle 2,50,,"Eaton, Burns and Ochoa",Low Stock,25/04/2023
1766, gadget z ,CLOTHING,Warehouse 3,Aisle 3,150,29.99,Young PLC,In Stock,15/01/2023
1293, gadget x ,ELECTRONICS,Warehouse 3,Aisle 1,50,,"Ross, Browning and Castaneda",Out of Stock,20/12/2022
1279, gadget x ,TOYS,Warehouse 1,Aisle 4,,19.99,"Coleman, Washington and Tate",In Stock,05/03/2023
1836, widget b ,ELECTRONICS,Warehouse 1,Aisle 1,150,,"Valentine, Stevens and Mclaughlin",Low Stock,05/03/2023
1883, gadget z ,TOYS,Warehouse 3,Aisle 1,50,9.99,Moore Inc,In Stock,20/12/2022
1609, gadget y ,CLOTHING,Warehouse 2,Aisle 1,,19.99,"Fischer, Oconnor and Brown",Out of Stock,05/03/2023
1197, widget c ,TOYS,Warehouse 2,Aisle 2,100,9.99,"Garcia, Hancock and Miranda",In Stock,05/03/2023
1981, widget a ,CLOTHING,Warehouse 1,Aisle 5,,19.99,Olson-Bowman,Low Stock,25/04/2023
1906, widget b ,FURNITURE,Warehouse 1,Aisle 2,300,29.99,Cobb LLC,Low Stock,25/04/2023
1510, gadget x ,FURNITURE,Warehouse 3,Aisle 2,150,29.99,"Thompson, Lane and Harrison",Out of Stock,20/12/2022
1751, widget c ,FURNITURE,Warehouse 1,Aisle 1,two hundred,29.99,Stephens Ltd,Low Stock,15/01/2023
1143, widget c ,TOYS,Warehouse 3,Aisle 2,100,9.99,Roy-Mendoza,In Stock,05/03/2023
1608, widget a ,FURNITURE,Warehouse 2,Aisle 1,50,49.99,"Byrd, Horn and Sims",In Stock,15/01/2023
1200, gadget z ,ELECTRONICS,Warehouse 2,Aisle 5,150,19.99,Vargas Group,In Stock,20/12/2022
1123, gadget x ,CLOTHING,Warehouse 3,Aisle 4,two hundred,29.99,Ayala and Sons,Low Stock,20/12/2022
1186, gadget y ,CLOTHING,Warehouse 1,Aisle 1,,19.99,Collins Inc,In Stock,25/04/2023
1325, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,two hundred,9.99,Holt and Sons,In Stock,05/03/2023
1463, widget a ,TOYS,Warehouse 1,Aisle 4,150,49.99,"Stewart, Wyatt and Smith",In Stock,
1348, gadget y ,TOYS,Warehouse 2,Aisle 3,150,9.99,Lawson-Arnold,Out of Stock,20/12/2022
1770, gadget z ,CLOTHING,Warehouse 3,Aisle 1,300,19.99,"Klein, Pratt and Tucker",Low Stock,05/03/2023
1659, gadget x ,FURNITURE,Warehouse 3,Aisle 1,300,49.99,Thomas and Sons,Low Stock,15/01/2023
1763, gadget z ,TOYS,Warehouse 3,Aisle 3,two hundred,49.99,Jackson-Sawyer,Low Stock,25/04/2023
1954, widget c ,TOYS,Warehouse 2,Aisle 3,,9.99,Kennedy-Clark,Out of Stock,15/01/2023
1931, gadget y ,ELECTRONICS,Warehouse 1,Aisle 1,two hundred,29.99,Arnold-Boyer,Low Stock,20/12/2022
1402, gadget y ,ELECTRONICS,Warehouse 1,Aisle 3,150,19.99,Young-Daniels,Out of Stock,20/12/2022
1345, gadget y ,FURNITURE,Warehouse 1,Aisle 2,150,,Nelson Inc,Out of Stock,15/01/2023
1962, widget c ,TOYS,Warehouse 2,Aisle 4,50,,Sutton Ltd,Low Stock,20/12/2022
1510, widget c ,TOYS,Warehouse 2,Aisle 4,300,9.99,Torres-Padilla,In Stock,05/03/2023
1146, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,50,19.99,"Bennett, Spears and Calhoun",In Stock,20/12/2022
1147, widget b ,TOYS,Warehouse 2,Aisle 2,100,19.99,Smith-Schmidt,Low Stock,25/04/2023
1863, gadget z ,CLOTHING,Warehouse 2,Aisle 3,150,9.99,Jackson-Lopez,Low Stock,05/03/2023
1710, gadget x ,ELECTRONICS,Warehouse 1,Aisle 5,50,19.99,"Wilson, Barry and Obrien",Out of Stock,
1819, widget a ,FURNITURE,Warehouse 2,Aisle 3,two hundred,29.99,Clarke-Douglas,Low Stock,20/12/2022
1488, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,300,9.99,Lang Ltd,Out of Stock,20/12/2022
1928, widget b ,TOYS,Warehouse 1,Aisle 4,300,29.99,Middleton-Hamilton,Low Stock,25/04/2023
1935, widget a ,FURNITURE,Warehouse 2,Aisle 3,,19.99,"Young, Fritz and Smith",In Stock,25/04/2023
1639, widget b ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,9.99,"Mckenzie, Williams and Bass",In Stock,15/01/2023
1550, gadget z ,CLOTHING,Warehouse 1,Aisle 1,,19.99,Skinner and Sons,Low Stock,15/01/2023
1337, widget c ,CLOTHING,Warehouse 3,Aisle 2,50,9.99,"Williams, Orozco and Hill",Out of Stock,15/01/2023
1871, gadget y ,ELECTRONICS,Warehouse 3,Aisle 2,100,19.99,Crane Group,In Stock,25/04/2023
1640, gadget z ,CLOTHING,Warehouse 3,Aisle 5,two hundred,29.99,Jones-Long,Out of Stock,15/01/2023
1778, widget a ,CLOTHING,Warehouse 3,Aisle 1,two hundred,29.99,Huynh Inc,Low Stock,15/01/2023
1987, widget a ,CLOTHING,Warehouse 2,Aisle 4,two hundred,19.99,"Tyler, Mercado and Andrews",Low Stock,
1952, widget a ,FURNITURE,Warehouse 3,Aisle 3,,9.99,"Gonzales, Lee and Hunt",In Stock,15/01/2023
1472, widget a ,CLOTHING,Warehouse 1,Aisle 1,50,,Gray Ltd,Low Stock,20/12/2022
1945, widget a ,CLOTHING,Warehouse 2,Aisle 2,two hundred,29.99,"Taylor, Fitzgerald and Brown",In Stock,25/04/2023
1150, widget b ,CLOTHING,Warehouse 3,Aisle 5,two hundred,29.99,"Barker, Clay and Garcia",Out of Stock,05/03/2023
1414, gadget z ,FURNITURE,Warehouse 1,Aisle 5,300,,"Brown, Gallegos and Carney",In Stock,
1989, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,100,19.99,Archer-Ferguson,In Stock,25/04/2023
1297, widget c ,TOYS,Warehouse 2,Aisle 5,300,9.99,Baird-Bailey,Out of Stock,25/04/2023
1610, widget c ,CLOTHING,Warehouse 3,Aisle 5,300,19.99,"Cox, Lewis and Lewis",In Stock,20/12/2022
1262, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,100,49.99,Brown-Schwartz,In Stock,15/01/2023
1763, gadget z ,CLOTHING,Warehouse 1,Aisle 4,50,29.99,"Sosa, Burns and James",Low Stock,20/12/2022
1143, widget c ,FURNITURE,Warehouse 2,Aisle 3,300,49.99,"Ross, Richards and Guerrero",Out of Stock,15/01/2023
1345, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,50,29.99,"Smith, Underwood and Hernandez",In Stock,15/01/2023
1623, widget b ,FURNITURE,Warehouse 2,Aisle 4,300,29.99,"Day, Jordan and Owens",Out of Stock,25/04/2023
1571, gadget x ,CLOTHING,Warehouse 3,Aisle 1,150,49.99,Mckinney-Matthews,Out of Stock,15/01/2023
1880, gadget y ,CLOTHING,Warehouse 1,Aisle 1,100,49.99,Riley-Pham,In Stock,
1001, widget a ,FURNITURE,Warehouse 2,Aisle 5,300,19.99,"Hunter, Dyer and Allen",Low Stock,
1896, gadget x ,TOYS,Warehouse 2,Aisle 4,150,49.99,Lopez Group,Out of Stock,
1303, gadget z ,FURNITURE,Warehouse 2,Aisle 3,,19.99,Hughes and Sons,In Stock,25/04/2023
1253, widget c ,CLOTHING,Warehouse 1,Aisle 3,150,19.99,Higgins Inc,Out of Stock,20/12/2022
1651, gadget x ,FURNITURE,Warehouse 1,Aisle 4,two hundred,19.99,Wilson-Benton,Low Stock,05/03/2023
1452, gadget y ,TOYS,Warehouse 1,Aisle 5,300,29.99,Palmer LLC,Low Stock,15/01/2023
1036, gadget z ,FURNITURE,Warehouse 3,Aisle 2,150,29.99,Morgan Ltd,Low Stock,05/03/2023
1159, widget a ,TOYS,Warehouse 3,Aisle 1,50,49.99,Mejia Ltd,In Stock,20/12/2022
1008, widget a ,TOYS,Warehouse 1,Aisle 5,,29.99,"Hughes, Mendoza and Gates",In Stock,20/12/2022
1232, gadget y ,FURNITURE,Warehouse 2,Aisle 4,300,49.99,Johnson-Rose,Low Stock,25/04/2023
1098, gadget y ,FURNITURE,Warehouse 3,Aisle 1,two hundred,29.99,"Frazier, Ray and Hobbs",In Stock,
1658, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,150,9.99,"Walker, Simpson and Elliott",Low Stock,
1815, widget a ,CLOTHING,Warehouse 2,Aisle 2,,9.99,Hale Ltd,In Stock,20/12/2022
1207, gadget z ,TOYS,Warehouse 3,Aisle 3,300,49.99,Rush Inc,Low Stock,25/04/2023
1130, gadget x ,ELECTRONICS,Warehouse 2,Aisle 4,,29.99,Orr PLC,Out of Stock,25/04/2023
1403, gadget z ,FURNITURE,Warehouse 2,Aisle 1,two hundred,29.99,"Levine, Williams and Wilcox",Low Stock,15/01/2023
1151, widget b ,CLOTHING,Warehouse 2,Aisle 4,150,19.99,Avila and Sons,Low Stock,
1053, widget b ,ELECTRONICS,Warehouse 2,Aisle 1,,,Christensen-Brown,In Stock,20/12/2022
1119, gadget y ,TOYS,Warehouse 3,Aisle 5,,49.99,"Olson, Wright and Greene",In Stock,05/03/2023
1672, widget c ,ELECTRONICS,Warehouse 3,Aisle 2,100,,Diaz and Sons,In Stock,
1919, widget b ,TOYS,Warehouse 3,Aisle 5,,,"Lawrence, Fischer and Smith",In Stock,15/01/2023
1627, widget a ,FURNITURE,Warehouse 1,Aisle 5,100,49.99,"Carr, Mcdonald and Castillo",In Stock,25/04/2023
1586, gadget z ,CLOTHING,Warehouse 3,Aisle 4,150,29.99,Wells-Fisher,In Stock,20/12/2022
1624, gadget z ,CLOTHING,Warehouse 2,Aisle 2,300,49.99,Taylor-Andrews,Out of Stock,
1967, gadget y ,CLOTHING,Warehouse 3,Aisle 1,300,,Martin PLC,Low Stock,05/03/2023
1419, gadget x ,FURNITURE,Warehouse 2,Aisle 1,150,29.99,Ross-Owen,Low Stock,15/01/2023
1421, gadget y ,TOYS,Warehouse 1,Aisle 3,150,9.99,"Thomas, Garcia and Mercado",Low Stock,15/01/2023
1103, gadget x ,FURNITURE,Warehouse 2,Aisle 1,50,49.99,Warren-Livingston,Out of Stock,
1851, gadget y ,CLOTHING,Warehouse 2,Aisle 4,150,49.99,Farmer LLC,Low Stock,05/03/2023
1253, gadget y ,FURNITURE,Warehouse 2,Aisle 5,,29.99,Lawrence-Carpenter,Out of Stock,15/01/2023
1226, gadget y ,FURNITURE,Warehouse 1,Aisle 5,300,9.99,Weaver Inc,Out of Stock,20/12/2022
1111, gadget x ,FURNITURE,Warehouse 3,Aisle 5,-99,9.99,Hanson-Mahoney,Out of Stock,15/01/2023
1509, gadget x ,TOYS,Warehouse 3,Aisle 2,300,29.99,Bell-Houston,Low Stock,05/03/2023
1472, gadget y ,ELECTRONICS,Warehouse 1,Aisle 1,100,19.99,"Wells, Merritt and Harris",Out of Stock,25/04/2023
1098, widget b ,ELECTRONICS,Warehouse 2,Aisle 4,300,49.99,Howard Inc,Low Stock,25/04/2023
1152, widget c ,FURNITURE,Warehouse 3,Aisle 2,50,49.99,"Carson, Bailey and Shea",Low Stock,
1860, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,150,,"Anthony, White and Miller",In Stock,05/03/2023
1913, widget c ,ELECTRONICS,Warehouse 3,Aisle 4,150,29.99,Long Ltd,In Stock,15/01/2023
1895, gadget x ,FURNITURE,Warehouse 1,Aisle 4,300,,"Campbell, Berry and Phillips",Out of Stock,15/01/2023
1877, gadget x ,FURNITURE,Warehouse 2,Aisle 4,two hundred,,Gray-Nelson,Out of Stock,25/04/2023
1337, widget b ,CLOTHING,Warehouse 3,Aisle 5,two hundred,9.99,"Kelley, Hernandez and Allen",Low Stock,25/04/2023
1705, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,50,49.99,Anderson-Adams,Out of Stock,20/12/2022
1821, widget c ,TOYS,Warehouse 3,Aisle 1,100,,Mason-Mcintosh,Out of Stock,25/04/2023
1162, gadget y ,FURNITURE,Warehouse 3,Aisle 4,300,9.99,Miller-Lopez,Low Stock,20/12/2022
1719, gadget x ,CLOTHING,Warehouse 3,Aisle 5,150,29.99,"Jones, Hodge and Donovan",Out of Stock,15/01/2023
1956, widget c ,TOYS,Warehouse 3,Aisle 4,300,,White and Sons,Out of Stock,20/12/2022
1680, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,-99,49.99,"Sanders, Coleman and Cook",Low Stock,20/12/2022
1995, widget b ,CLOTHING,Warehouse 2,Aisle 3,,,"Burton, Russell and Daniels",Low Stock,
1160, gadget z ,FURNITURE,Warehouse 1,Aisle 5,,29.99,"Pitts, Brown and Hopkins",In Stock,25/04/2023
1579, gadget z ,TOYS,Warehouse 1,Aisle 1,50,,Curtis LLC,Low Stock,20/12/2022
1800, widget b ,FURNITURE,Warehouse 1,Aisle 1,150,49.99,Bowman-Yu,In Stock,15/01/2023
1397, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,50,9.99,Johnson-Thomas,Out of Stock,05/03/2023
1276, widget c ,TOYS,Warehouse 3,Aisle 5,150,49.99,Howard-Forbes,Low Stock,20/12/2022
1815, gadget x ,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,9.99,"Pearson, Marsh and Daniels",Low Stock,25/04/2023
1915, widget b ,ELECTRONICS,Warehouse 3,Aisle 5,50,19.99,"Whitaker, Jackson and Kelly",Low Stock,
1503, gadget y ,CLOTHING,Warehouse 2,Aisle 2,150,49.99,Clements-Glenn,Out of Stock,15/01/2023
1895, gadget z ,FURNITURE,Warehouse 3,Aisle 5,50,49.99,Smith LLC,In Stock,
1391, widget b ,TOYS,Warehouse 2,Aisle 5,50,29.99,Ray Ltd,Out of Stock,05/03/2023
1134, widget a ,ELECTRONICS,Warehouse 3,Aisle 2,150,,"Thompson, Romero and Frazier",Out of Stock,20/12/2022
1194, widget a ,ELECTRONICS,Warehouse 3,Aisle 1,150,9.99,"Thomas, Kirby and Hogan",Low Stock,20/12/2022
1400, gadget x ,TOYS,Warehouse 1,Aisle 4,100,9.99,Hanson and Sons,In Stock,25/04/2023
1639, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,50,29.99,Young-Thomas,Out of Stock,20/12/2022
1032, gadget x ,CLOTHING,Warehouse 1,Aisle 3,,29.99,Lynch and Sons,Low Stock,15/01/2023
1687, gadget x ,CLOTHING,Warehouse 1,Aisle 1,50,,"Ryan, Gonzalez and Wilkins",Out of Stock,05/03/2023
1459, gadget x ,CLOTHING,Warehouse 1,Aisle 3,50,,Marquez-Roy,Out of Stock,
1954, gadget x ,CLOTHING,Warehouse 2,Aisle 1,150,49.99,Wilson PLC,Low Stock,05/03/2023
1882, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,50,19.99,Harvey Ltd,Low Stock,20/12/2022
1469, gadget y ,TOYS,Warehouse 3,Aisle 4,300,,Lynch Ltd,In Stock,
1374, widget b ,TOYS,Warehouse 1,Aisle 5,50,29.99,Page Inc,Out of Stock,25/04/2023
1021, widget a ,TOYS,Warehouse 3,Aisle 3,300,,"Taylor, Diaz and Henderson",Low Stock,05/03/2023
1749, gadget x ,TOYS,Warehouse 1,Aisle 1,,9.99,"Shannon, Prince and Stewart",Low Stock,
1669, widget b ,FURNITURE,Warehouse 2,Aisle 4,150,19.99,"Fowler, Arroyo and Bridges",In Stock,
1037, widget a ,TOYS,Warehouse 2,Aisle 2,50,49.99,Molina and Sons,In Stock,
1229, gadget z ,FURNITURE,Warehouse 2,Aisle 4,300,9.99,Holmes-Key,Low Stock,15/01/2023
1364, widget c ,FURNITURE,Warehouse 1,Aisle 2,300,9.99,Miller Group,In Stock,05/03/2023
1562, gadget y ,CLOTHING,Warehouse 2,Aisle 1,300,19.99,"Jones, Little and Chandler",Low Stock,
1437, gadget z ,FURNITURE,Warehouse 1,Aisle 4,two hundred,49.99,Hunter-Gonzalez,Out of Stock,05/03/2023
1775, widget a ,ELECTRONICS,Warehouse 3,Aisle 4,100,29.99,"Vazquez, Morrow and Rice",In Stock,
1282, gadget z ,FURNITURE,Warehouse 1,Aisle 1,,49.99,Smith-Gates,Out of Stock,25/04/2023
1026, widget c ,CLOTHING,Warehouse 3,Aisle 4,50,,Merritt Ltd,Out of Stock,25/04/2023
1225, widget a ,FURNITURE,Warehouse 1,Aisle 2,two hundred,9.99,"Hill, Davis and Long",Out of Stock,25/04/2023
1276, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,50,,Bradshaw Inc,Low Stock,20/12/2022
1797, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,50,29.99,Griffin-Walters,Out of Stock,
1608, gadget y ,ELECTRONICS,Warehouse 3,Aisle 5,150,,Fernandez-Brown,Out of Stock,20/12/2022
1283, widget b ,CLOTHING,Warehouse 2,Aisle 2,150,49.99,Parker-Hill,Out of Stock,05/03/2023
1878, gadget z ,CLOTHING,Warehouse 2,Aisle 3,150,,Burton Ltd,Low Stock,20/12/2022
1959, gadget x ,TOYS,Warehouse 3,Aisle 1,two hundred,29.99,Fernandez Inc,Out of Stock,05/03/2023
1480, gadget z ,CLOTHING,Warehouse 1,Aisle 2,50,29.99,Williams and Sons,Out of Stock,05/03/2023
1452, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,100,29.99,Reyes-Anderson,In Stock,05/03/2023
1828, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,,49.99,Evans and Sons,Low Stock,20/12/2022
1815, gadget z ,CLOTHING,Warehouse 1,Aisle 1,150,29.99,"Clark, Thompson and Livingston",Out of Stock,
1658, widget c ,FURNITURE,Warehouse 1,Aisle 1,150,9.99,Moreno-Christian,In Stock,20/12/2022
1515, gadget y ,CLOTHING,Warehouse 2,Aisle 2,50,29.99,Mclaughlin LLC,Low Stock,
1546, widget a ,CLOTHING,Warehouse 1,Aisle 4,50,,Martinez-Smith,Low Stock,
1191, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,,Walker-Weaver,Low Stock,05/03/2023
1048, widget a ,TOYS,Warehouse 2,Aisle 4,two hundred,,Wright Group,Low Stock,20/12/2022
1511, widget b ,ELECTRONICS,Warehouse 2,Aisle 3,150,49.99,"Murphy, Donovan and Carrillo",Low Stock,
1016, gadget x ,TOYS,Warehouse 3,Aisle 5,50,,Price Ltd,Low Stock,25/04/2023
1171, widget a ,ELECTRONICS,Warehouse 3,Aisle 4,100,49.99,"White, Townsend and Pearson",Out of Stock,
1219, gadget y ,CLOTHING,Warehouse 2,Aisle 5,,49.99,Simmons PLC,Out of Stock,25/04/2023
1157, widget b ,ELECTRONICS,Warehouse 3,Aisle 4,50,29.99,Lowe-Harris,Out of Stock,20/12/2022
1476, widget a ,ELECTRONICS,Warehouse 1,Aisle 3,50,9.99,Barnes-Johnson,Out of Stock,20/12/2022
1045, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,300,29.99,"Gomez, Davis and Harris",In Stock,20/12/2022
1372, gadget x ,CLOTHING,Warehouse 2,Aisle 3,-99,29.99,Williams Group,Out of Stock,
1517, widget a ,CLOTHING,Warehouse 1,Aisle 1,,49.99,Anderson-Rogers,Low Stock,15/01/2023
